CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F87449,F87465,F87481,F87497,F87513,F87528,F87544,F87560,F87576,F87592,F87608
10303,23UB,"23UB : Cheltenham",Districts,DIST,4641,38,375,2503,28972,162,3059,637,3661,8852,193
10304,23UC,"23UC : Cotswold",Districts,DIST,5842,96,421,537,23701,68,2173,363,1119,4706,249
10305,23UD,"23UD : Forest of Dean",Districts,DIST,4551,18,137,1091,24523,51,2722,427,500,3335,199
10306,23UE,"23UE : Gloucester",Districts,DIST,3767,28,227,3433,31616,93,3697,809,3181,5514,165
10307,23UF,"23UF : Stroud",Districts,DIST,6312,49,414,1262,34449,57,3258,650,1048,4720,173
10308,23UG,"23UG : Tewkesbury",Districts,DIST,4107,28,154,1673,24547,65,2122,439,1908,2933,127
10309,24UB,"24UB : Basingstoke and Deane",Districts,DIST,7768,69,3262,3079,52556,290,5407,730,1983,7172,313
10310,24UC,"24UC : East Hampshire",Districts,DIST,6472,49,2396,860,35345,103,2849,527,1132,5030,353
10311,24UD,"24UD : Eastleigh",Districts,DIST,5175,48,1523,2432,40537,95,3631,966,1686,4201,245
10312,24UE,"24UE : Fareham",Districts,DIST,4658,39,1577,1487,36058,184,3137,1002,2109,3642,462
10313,24UF,"24UF : Gosport",Districts,DIST,2530,31,467,2441,19595,182,2310,866,3977,4396,495
10314,24UG,"24UG : Hart",Districts,DIST,4871,57,2451,591,30312,98,1962,462,1208,3204,284
10315,24UH,"24UH : Havant",Districts,DIST,4293,24,1288,2802,33321,384,3976,712,1993,3972,245
10316,24UJ,"24UJ : New Forest",Districts,DIST,8607,86,1378,1835,50454,134,4099,1110,3293,5384,673
10317,24UL,"24UL : Rushmoor",Districts,DIST,4219,36,2221,1292,30597,185,3051,691,2032,5378,226
10318,24UN,"24UN : Test Valley",Districts,DIST,5899,56,1293,1655,36692,185,3566,689,1667,5157,280
10319,24UP,"24UP : Winchester",Districts,DIST,6387,57,2178,1722,31335,111,2620,528,1012,6987,369
10320,26UB,"26UB : Broxbourne",Districts,DIST,3506,746,4976,1141,26203,456,2174,622,619,2905,134
10321,26UC,"26UC : Dacorum",Districts,DIST,6745,330,4132,2665,42888,285,3858,698,836,6646,233
10322,26UD,"26UD : East Hertfordshire",Districts,DIST,6766,333,6692,1240,41445,309,3098,623,1035,5793,202
10323,26UE,"26UE : Hertsmere",Districts,DIST,4695,1574,4790,1875,25804,357,1987,552,497,3696,171
10324,26UF,"26UF : North Hertfordshire",Districts,DIST,5797,106,4887,1455,35174,243,3151,567,1445,5763,221
10325,26UG,"26UG : St Albans",Districts,DIST,6950,371,9784,1755,37058,159,2747,535,925,5152,236
10326,26UH,"26UH : Stevenage",Districts,DIST,2779,84,2030,2163,24065,187,3152,494,1147,3381,92
10327,26UJ,"26UJ : Three Rivers",Districts,DIST,4136,3265,1848,1149,24704,200,1853,474,531,2243,166
10328,26UK,"26UK : Watford",Districts,DIST,3261,1110,2979,1774,23186,203,2012,499,941,5560,125
10329,26UL,"26UL : Welwyn Hatfield",Districts,DIST,4131,351,3990,1465,26900,240,2567,467,1269,4605,175
10330,29UB,"29UB : Ashford",Districts,DIST,5541,53,2620,1409,29466,143,3171,428,1330,4483,230
10331,29UC,"29UC : Canterbury",Districts,DIST,5696,87,2206,1984,32213,265,3650,579,1744,8283,323
10332,29UD,"29UD : Dartford",Districts,DIST,3044,94,5902,1944,23813,299,2551,800,477,3217,116
10333,29UE,"29UE : Dover",Districts,DIST,3864,39,1086,1618,26900,449,3395,595,1216,5586,293
10334,29UG,"29UG : Gravesham",Districts,DIST,3617,83,3453,3641,24877,177,3252,599,563,3520,181
10335,29UH,"29UH : Maidstone",Districts,DIST,7003,72,4260,2965,42182,188,3954,603,862,7096,289
10336,29UK,"29UK : Sevenoaks",Districts,DIST,5948,104,8473,1020,28837,206,2303,677,481,3783,202
10337,29UL,"29UL : Shepway",Districts,DIST,4192,47,1124,1578,24843,229,3038,437,877,5210,243
10338,29UM,"29UM : Swale",Districts,DIST,5107,59,3649,1576,32896,217,3775,673,1547,5975,238
10339,29UN,"29UN : Thanet",Districts,DIST,4443,61,1315,2717,27461,603,3809,662,1577,6278,267
10340,29UP,"29UP : Tonbridge and Malling",Districts,DIST,5282,63,5150,1458,31938,129,2921,624,920,4370,186
10341,29UQ,"29UQ : Tunbridge Wells",Districts,DIST,5808,72,6259,1290,26889,140,2619,401,616,6516,254
10342,30UD,"30UD : Burnley",Districts,DIST,2806,13,187,3221,21533,258,4056,305,428,5165,116
10343,30UE,"30UE : Chorley",Districts,DIST,4583,29,864,1645,32233,198,3595,490,865,4521,180
10344,30UF,"30UF : Fylde",Districts,DIST,3156,33,358,1238,19968,145,2095,296,1106,3587,236
10345,30UG,"30UG : Hyndburn",Districts,DIST,2625,3,192,2333,21125,218,3159,343,435,4233,104
10346,30UH,"30UH : Lancaster",Districts,DIST,5428,31,739,3114,30834,394,4117,696,2150,8017,386
10347,30UJ,"30UJ : Pendle",Districts,DIST,3011,13,166,2377,21705,268,3268,240,590,5253,161
10348,30UK,"30UK : Preston",Districts,DIST,4138,38,402,6307,31375,291,4189,508,1463,7258,238
10349,30UL,"30UL : Ribble Valley",Districts,DIST,3425,3,181,573,17022,53,1492,231,522,2785,121
10350,30UM,"30UM : Rossendale",Districts,DIST,2651,38,95,2074,19124,108,2353,263,211,2857,94
10351,30UN,"30UN : South Ribble",Districts,DIST,4168,12,509,2962,33149,184,3774,684,2008,3712,171
10352,30UP,"30UP : West Lancashire",Districts,DIST,4715,46,1086,1380,30802,678,3887,426,1020,4537,267
10353,30UQ,"30UQ : Wyre",Districts,DIST,4502,222,427,1915,27980,250,3470,503,1542,3850,373
10354,31UB,"31UB : Blaby",Districts,DIST,4300,27,334,3314,31170,84,2933,538,1363,2931,144
10355,31UC,"31UC : Charnwood",Districts,DIST,6618,58,948,4399,44950,125,4626,877,2999,7514,257
10356,31UD,"31UD : Harborough",Districts,DIST,4868,18,512,853,26183,99,1939,307,1097,3747,197
10357,31UE,"31UE : Hinckley and Bosworth",Districts,DIST,4982,12,280,1819,33879,143,3256,553,1538,4699,160
10358,31UG,"31UG : Melton",Districts,DIST,2713,19,220,682,15181,51,1445,219,741,2739,92
10359,31UH,"31UH : North West Leicestershire",Districts,DIST,4000,15,115,1281,28580,120,2685,576,884,3477,178
10360,31UJ,"31UJ : Oadby and Wigston",Districts,DIST,2128,13,173,2624,16186,67,1864,250,849,2430,62
10361,32UB,"32UB : Boston",Districts,DIST,2391,15,66,449,14709,73,2015,375,2523,2311,138
10362,32UC,"32UC : East Lindsey",Districts,DIST,6922,22,158,1315,30712,239,3300,544,2519,7271,432
10363,32UD,"32UD : Lincoln",Districts,DIST,2401,29,192,2742,19192,295,3039,549,2648,6061,153
10364,32UE,"32UE : North Kesteven",Districts,DIST,4580,44,429,1844,27329,86,2568,602,2436,3940,220
10365,32UF,"32UF : South Holland",Districts,DIST,4065,15,244,590,22507,47,2507,415,2000,2427,189
10366,32UG,"32UG : South Kesteven",Districts,DIST,6256,35,942,1836,37658,332,4058,662,2489,6554,240
10367,32UH,"32UH : West Lindsey",Districts,DIST,4345,14,178,803,22699,96,2275,394,1174,3296,233
10368,33UB,"33UB : Breckland",Districts,DIST,6377,44,264,1215,35422,172,3563,515,2314,5480,246
10369,33UC,"33UC : Broadland",Districts,DIST,5656,37,453,3912,37048,113,3631,1037,2594,3083,399
10370,33UD,"33UD : Great Yarmouth",Districts,DIST,3338,26,253,2532,21121,217,2550,486,1815,4365,882
10371,33UE,"33UE : King's Lynn and West Norfolk",Districts,DIST,6674,59,554,1508,37754,155,4119,690,3248,5148,291
10372,33UF,"33UF : North Norfolk",Districts,DIST,5449,45,364,1187,24111,116,2411,481,2002,4849,396
10373,33UG,"33UG : Norwich",Districts,DIST,3567,44,469,4516,23489,261,3322,795,4691,12169,284
10374,33UH,"33UH : South Norfolk",Districts,DIST,6326,48,390,2273,34184,80,3086,724,2004,3163,347
10375,34UB,"34UB : Corby",Districts,DIST,1466,6,136,2220,14219,587,2868,180,880,2105,79
10376,34UC,"34UC : Daventry",Districts,DIST,4342,13,437,650,24642,97,2307,320,559,3323,164
10377,34UD,"34UD : East Northamptonshire",Districts,DIST,3789,20,486,738,25815,111,2608,323,729,3657,119
10378,34UE,"34UE : Kettering",Districts,DIST,3448,27,544,1479,26804,124,3024,361,876,4475,122
10379,34UF,"34UF : Northampton",Districts,DIST,7182,66,1222,6888,58956,511,7898,705,2750,9909,307
10380,34UG,"34UG : South Northamptonshire",Districts,DIST,4983,28,677,784,28978,78,2526,318,651,2919,151
10381,34UH,"34UH : Wellingborough",Districts,DIST,3056,15,514,1228,22385,349,2855,278,644,3591,127
10382,35UB,"35UB : Alnwick",Districts,DIST,2021,44,108,516,7610,24,901,71,176,2210,157
10383,35UC,"35UC : Berwick-upon-Tweed",Districts,DIST,1820,21,118,612,5403,40,859,98,194,2149,138
10384,35UD,"35UD : Blyth Valley",Districts,DIST,2606,307,159,3178,21720,196,3897,298,801,3059,274
10385,35UE,"35UE : Castle Morpeth",Districts,DIST,2457,193,175,992,13429,52,1494,126,237,1771,209
10386,35UF,"35UF : Tynedale",Districts,DIST,4120,79,482,968,15935,85,1911,119,217,3415,253
10387,35UG,"35UG : Wansbeck",Districts,DIST,1663,65,88,2065,15040,99,2757,180,553,2915,141
10388,36UB,"36UB : Craven",Districts,DIST,3790,17,708,614,14421,121,1543,156,349,3829,168
10389,36UC,"36UC : Hambleton",Districts,DIST,6297,21,346,798,24763,116,2267,278,1525,5206,271
10390,36UD,"36UD : Harrogate",Districts,DIST,9553,47,1153,2995,44307,301,4363,500,1747,10367,424
10391,36UE,"36UE : Richmondshire",Districts,DIST,3620,14,169,636,12543,93,1421,161,573,4405,491
10392,36UF,"36UF : Ryedale",Districts,DIST,4329,10,216,537,13168,51,1353,214,1028,3121,163
10393,36UG,"36UG : Scarborough",Districts,DIST,5469,30,372,2273,22177,305,3454,470,1111,8946,370
10394,36UH,"36UH : Selby",Districts,DIST,4082,15,741,1565,24000,62,2253,435,1440,3135,150
10395,37UB,"37UB : Ashfield",Districts,DIST,3499,9,628,3576,29655,214,3957,575,1381,5301,154
10396,37UC,"37UC : Bassetlaw",Districts,DIST,4278,11,413,1389,29067,110,3615,496,1609,4929,218
10397,37UD,"37UD : Broxtowe",Districts,DIST,4028,25,462,5382,30601,118,3058,700,2210,4546,130
10398,37UE,"37UE : Gedling",Districts,DIST,4474,26,284,8268,31762,169,3483,542,1032,4161,150
10399,37UF,"37UF : Mansfield",Districts,DIST,2881,9,392,2846,25025,245,3727,416,702,4214,153
10400,37UG,"37UG : Newark and Sherwood",Districts,DIST,4995,30,524,1937,28972,142,3197,522,2430,4425,183
10401,37UJ,"37UJ : Rushcliffe",Districts,DIST,5324,21,458,5146,32943,84,2650,417,1495,3398,144
10402,38UB,"38UB : Cherwell",Districts,DIST,6779,63,1177,3465,42743,257,4604,698,2755,7435,266
10403,38UC,"38UC : Oxford",Districts,DIST,5068,116,1080,9814,22638,208,2533,637,8927,8826,247
10404,38UD,"38UD : South Oxfordshire",Districts,DIST,7883,100,2869,1821,41293,109,3259,734,2502,5889,281
10405,38UE,"38UE : Vale of White Horse",Districts,DIST,6241,59,1090,3091,36040,71,3220,770,4031,4981,241
10406,38UF,"38UF : West Oxfordshire",Districts,DIST,5796,66,765,2340,31113,93,2851,470,2459,4310,210
10407,39UB,"39UB : Bridgnorth",Districts,DIST,3575,15,242,419,15915,43,1632,177,601,4278,127
10408,39UC,"39UC : North Shropshire",Districts,DIST,3988,12,157,364,16147,70,1487,251,1019,3114,222
10409,39UD,"39UD : Oswestry",Districts,DIST,1919,3,96,386,10719,93,1367,126,450,1954,106
10410,39UE,"39UE : Shrewsbury and Atcham",Districts,DIST,4881,22,428,2126,26929,184,3095,497,2377,5394,207
10411,39UF,"39UF : South Shropshire",Districts,DIST,3719,13,165,268,10165,39,987,97,255,2374,135
10412,40UB,"40UB : Mendip",Districts,DIST,6295,30,280,817,30170,157,2893,554,1337,6124,228
10413,40UC,"40UC : Sedgemoor",Districts,DIST,5713,14,184,916,29746,120,2928,687,2992,4594,243
10414,40UD,"40UD : South Somerset",Districts,DIST,8262,68,302,1321,43594,165,4308,1108,2622,9166,318
10415,40UE,"40UE : Taunton Deane",Districts,DIST,5238,36,299,1164,27657,96,2899,879,3190,6338,261
10416,40UF,"40UF : West Somerset",Districts,DIST,2617,16,62,290,7395,33,702,136,486,2543,104
10417,41UB,"41UB : Cannock Chase",Districts,DIST,3361,20,519,1982,29009,200,3949,479,637,3727,114
10418,41UC,"41UC : East Staffordshire",Districts,DIST,4629,24,395,1785,29923,265,3439,469,1990,5311,191
10419,41UD,"41UD : Lichfield",Districts,DIST,5088,16,1226,1277,30785,135,2856,374,725,3543,128
10420,41UE,"41UE : Newcastle-under-Lyme",Districts,DIST,4527,18,217,3281,35027,442,4912,535,782,5095,153
10421,41UF,"41UF : South Staffordshire",Districts,DIST,5274,78,661,2553,36105,57,3290,458,714,3070,164
10422,41UG,"41UG : Stafford",Districts,DIST,6036,18,737,2295,36966,203,3890,593,1850,5962,206
10423,41UH,"41UH : Staffordshire Moorlands",Districts,DIST,5138,12,137,1553,29948,54,3333,401,619,4201,195
10424,41UK,"41UK : Tamworth",Districts,DIST,2765,16,528,2140,23458,311,3246,396,1042,3028,81
10425,42UB,"42UB : Babergh",Districts,DIST,4888,51,1204,1318,25138,108,2360,370,1090,3604,166
10426,42UC,"42UC : Forest Heath",Districts,DIST,2421,9,107,575,18540,126,1826,243,1308,2988,145
10427,42UD,"42UD : Ipswich",Districts,DIST,3616,34,980,5623,28140,142,3940,821,3092,7490,209
10428,42UE,"42UE : Mid Suffolk",Districts,DIST,5462,43,760,1191,27536,81,2366,465,1624,2932,173
10429,42UF,"42UF : St Edmundsbury",Districts,DIST,5081,41,270,1211,31340,255,3542,537,1734,5977,196
10430,42UG,"42UG : Suffolk Coastal",Districts,DIST,5937,79,832,1582,32851,137,2838,835,2804,4171,260
10431,42UH,"42UH : Waveney",Districts,DIST,4168,39,445,1868,26564,232,2833,794,3880,4445,740
10432,43UB,"43UB : Elmbridge",Districts,DIST,7238,336,9351,1102,32595,157,1926,863,1630,3304,290
10433,43UC,"43UC : Epsom and Ewell",Districts,DIST,3066,322,5293,902,18045,179,1233,547,812,2661,139
10434,43UD,"43UD : Guildford",Districts,DIST,6981,128,5695,2140,38687,155,3150,603,1696,7500,369
10435,43UE,"43UE : Mole Valley",Districts,DIST,4954,98,4141,449,23274,89,1595,383,648,3327,200
10436,43UF,"43UF : Reigate and Banstead",Districts,DIST,6475,254,7280,1432,38012,379,2899,778,1021,5382,269
10437,43UG,"43UG : Runnymede",Districts,DIST,3700,137,2516,560,25170,117,1695,477,1294,3210,156
10438,43UH,"43UH : Spelthorne",Districts,DIST,3998,386,2898,1753,30349,132,1900,785,1452,3108,161
10439,43UJ,"43UJ : Surrey Heath",Districts,DIST,4593,57,2029,732,28908,79,1902,385,828,2903,182
10440,43UK,"43UK : Tandridge",Districts,DIST,4760,91,5266,933,22834,134,1635,460,310,2536,196
10441,43UL,"43UL : Waverley",Districts,DIST,7082,75,4709,1217,34073,91,2582,508,977,4764,312
10442,43UM,"43UM : Woking",Districts,DIST,4296,99,5445,1022,27255,185,2287,477,1232,3782,174
10443,44UB,"44UB : North Warwickshire",Districts,DIST,2944,15,275,1082,20553,177,2445,334,383,2244,84
10444,44UC,"44UC : Nuneaton and Bedworth",Districts,DIST,3929,18,356,2943,36462,194,5079,644,1559,5266,162
10445,44UD,"44UD : Rugby",Districts,DIST,3873,27,638,1394,27422,240,2957,524,1724,4332,155
10446,44UE,"44UE : Stratford-on-Avon",Districts,DIST,7482,39,678,1009,36729,125,3063,430,1443,5325,223
10447,44UF,"44UF : Warwick",Districts,DIST,6024,49,1215,2051,39324,214,3790,540,2204,7046,198
10448,45UB,"45UB : Adur",Districts,DIST,2458,18,1615,1447,16044,91,1668,376,1083,2265,104
10449,45UC,"45UC : Arun",Districts,DIST,6326,46,1975,1429,36695,354,3667,744,3058,5808,300
10450,45UD,"45UD : Chichester",Districts,DIST,6476,77,1603,918,27891,110,2525,425,2052,5588,330
10451,45UE,"45UE : Crawley",Districts,DIST,3667,44,3166,3220,31319,427,3430,463,1507,4034,196
10452,45UF,"45UF : Horsham",Districts,DIST,7127,51,3452,1171,38916,96,2920,481,1216,5489,254
10453,45UG,"45UG : Mid Sussex",Districts,DIST,6920,59,6999,943,38244,217,3286,536,970,6270,301
10454,45UH,"45UH : Worthing",Districts,DIST,3841,38,1968,1284,25395,314,2721,538,2336,5581,174
10455,46UB,"46UB : Kennet",Districts,DIST,4613,66,587,864,22201,90,2269,401,1102,5137,242
10456,46UC,"46UC : North Wiltshire",Districts,DIST,7269,75,1190,1701,40416,139,3631,793,2343,6680,275
10457,46UD,"46UD : Salisbury",Districts,DIST,6420,84,930,2401,32509,135,3504,671,2246,8220,349
10458,46UF,"46UF : West Wiltshire",Districts,DIST,5883,48,1082,1019,36304,178,3688,719,2194,6359,244
10459,47UB,"47UB : Bromsgrove",Districts,DIST,4515,19,1109,1362,29686,105,2546,365,524,2993,119
10460,47UC,"47UC : Malvern Hills",Districts,DIST,4834,20,560,522,21270,68,1995,345,804,2837,160
10461,47UD,"47UD : Redditch",Districts,DIST,3100,12,475,3064,25865,117,3149,378,729,3258,104
10462,47UE,"47UE : Worcester",Districts,DIST,3594,18,638,2134,27348,120,3349,562,2198,6917,130
10463,47UF,"47UF : Wychavon",Districts,DIST,7002,37,644,924,37215,109,3367,534,1379,4766,211
10464,47UG,"47UG : Wyre Forest",Districts,DIST,4548,15,877,1146,30851,212,3580,530,1031,4230,143
